,Release Date,Season,Episode,Episode Title,Name,Sentence,emotion_label,emotion_score
19564,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,My reign has just begun.,neutral,0.5335168242454529
19565,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Dracarys.,neutral,0.801875114440918
19566,2016-06-19,Season 6,Episode 9,Battle of the Bastards,grey worm,You men have a choice,neutral,0.9075450897216797
19567,2016-06-19,Season 6,Episode 9,Battle of the Bastards,grey worm,"fight and die for the masters who would never fight and die for you, or go home to your families.",anger,0.8195521235466003
19568,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Thank you for the armada. Our queen does love ships. Now, last time we spoke, we made a pact. You violated that pact. You declared war upon us. Though our queen does have a forgiving nature, this cannot be forgiven.",neutral,0.37276750802993774
19569,2016-06-19,Season 6,Episode 9,Battle of the Bastards,missandei,Our queen insists that one of you must die as punishment for your crimes.,disgust,0.4111766517162323
19570,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"It always seems a bit abstract, doesn't it, other people dying?",disgust,0.4762229919433594
19571,2016-06-19,Season 6,Episode 9,Battle of the Bastards,razdal,Him. He should die.,anger,0.4270666837692261
19572,2016-06-19,Season 6,Episode 9,Battle of the Bastards,belicho,"Yes, him.",neutral,0.9231142997741699
19573,2016-06-19,Season 6,Episode 9,Battle of the Bastards,razdal,"He's not one of us. He's an outsider, a lowborn. He does not speak for us.",neutral,0.6311313509941101
19574,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yezzan,Please.,neutral,0.7684521675109863
19575,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Tell your people what happened here. Tell them you live by the grace of Her Majesty. When they come forward with notions of retribution or ideas about returning the slave cities to their former glory, remind the what happened when Daenerys Stormborn and her dragons came to Meereen.",anger,0.7645490765571594
19576,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You don't have to be here.,neutral,0.843837320804596
19577,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"Yes, I do.",neutral,0.7448713183403015
19578,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,My beloved wife. I've missed you terribly.,sadness,0.983336329460144
19579,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Thank you for returning Lady Bolton safely. Now, dismount and kneel before me, surrender your army and proclaim me the true Lord of Winterfell and Warden of the North. I will pardon you for deserting the Night's Watch. I will pardon these treasonous lords for betraying my house. Come, bastard, you don't have the men, you don't have the horses, and you don't have Winterfell. Why lead those pour souls into slaughter? There's no need for a battle. Get off your hose and kneel. I'm a man of mercy.",anger,0.852965772151947
19580,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You're right. There's no need for a battle. Thousands of men don't need to die. Only one of us. Let's end this the old way. You against me.,anger,0.7282937169075012
19581,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"I keep hearing stories about you, bastard. The way people in the North talk about you, you're the greatest swordsman who ever walked. Maybe you are that good. Maybe not. I don't know if I'd beat you. But I know that my army will beat yours. I have 6,000 men. You have, what, half that? Not even?",disgust,0.5497815608978271
19582,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, you have the numbers. Will your men want to fight for you when they hear you wouldn't fight for them?",neutral,0.7059323787689209
19583,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"He's good. Very good. Tell me, will you let your little brother die because you're too proud to surrender?",neutral,0.6426011323928833
19584,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,How do we know you have him?,surprise,0.8129460215568542
19585,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Now, if you want to save —",neutral,0.8939074277877808
19586,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"You're going to die tomorrow, Lord Bolton. Sleep well.",neutral,0.4607325792312622
19587,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"She's a fine woman, your sister. I look forward to having her back in my bed. And you're all fine-looking men. My dogs are desperate to meet you. I haven't fed them for seven days. They're ravenous. I wonder which parts they'll try first. Your eyes? Your balls? We'll find out soon enough. In the morning, then, bastard.",surprise,0.35652732849121094
19588,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"If he was smart, he'd stay inside the walls of Winterfell and wait us out.",neutral,0.762175440788269
19589,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"That's not his way. He knows the North is watching. If the other houses sense weakness on his part, they'll stop fearing him. He can't have that. Fear is his power.",fear,0.8348621726036072
19590,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"It's his weakness, too. His mean don't want to fight for him. They're forced to fight for him. If they feel the tide turning...",disgust,0.446285605430603
19591,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,It's not his men that worry me. It's his horses. I know what mounted knights can do to us.,fear,0.8440485596656799
19592,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,You and Stannis cut through us like piss through snow.,disgust,0.6288052797317505
19593,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"We're digging trenches all along our flanks. They won't be able to hit us the way that Stannis hit you, in a double envelopment.",neutral,0.6400293707847595
19594,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,stares blankly at JON SNOW.,sadness,0.6145150065422058
19595,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,A pincer move.,disgust,0.9029507040977478
19596,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,They won't be able to hit us from the sides.,neutral,0.5467042922973633
19597,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Good.,neutral,0.4056418538093567
19598,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"It's crucial that we let them charge at us. They've got the numbers, we need the patience. If we let him buckle our center, he'll pursue. Then we'll have him surrounded on three sides.",neutral,0.9165478348731995
19599,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Did you really think that cunt would fight you man to man?,surprise,0.590878963470459
19600,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,No. But I wanted to make him angry. I want him coming at us full tilt.,anger,0.9567084312438965
19601,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,We should all get some sleep.,neutral,0.7705788612365723
19602,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"Rest, Jon Snow. We need you sharp tomorrow.",neutral,0.8617122173309326
19603,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"So you've met the enemy, drawn up your battle plans.",neutral,0.9550882577896118
19604,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, for what they're worth.",neutral,0.7751480340957642
19605,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"You've known him for the space of a single conversation, you and your trusted advisors, and you sit around and make your plans on how to defeat a man you don't know. I lived with him. I know the way his mind works. I know how he likes to hurt people. Did it ever once occur to you that I might have some insight?",neutral,0.6673885583877563
19606,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You're right.,neutral,0.8907406330108643
19607,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You think he's going to fall into your trap. He won't He's the one who lays traps.,neutral,0.7381653189659119
19608,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,He's overconfident.,neutral,0.7069012522697449
19609,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,He plays with people. He's far better at it than you. He's been doing it all his life.,neutral,0.6708599328994751
19610,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, and what have I been doing all my life? Playing with broomsticks? I fought beyond the Wall against worse than Ramsay Bolton. I've defended the Wall from worse than Ramsay Bolton.",disgust,0.8725942373275757
19611,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You don't know him.,surprise,0.4271005690097809
19612,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"All right, tell me. What should we do? How do we get Rickon back?",anger,0.49642232060432434
19613,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"We'll never get him back. Rickon is Ned Starks trueborn son, which makes him a greater threat to Ramsay than you, a bastard, or me, a girl. As long as he lives, Ramsay's claim to Winterfell will be contested, which means he won't live long.",anger,0.38905099034309387
19614,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,We can't give up on our brother.,sadness,0.7668883800506592
19615,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"Listen to me, please. He wants you to make a mistake.",anger,0.3688265383243561
19616,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Of course he does. What should I do differently?,neutral,0.35296595096588135
19617,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,I don't know! I don't know anything about battles! Just don't do what he wants you to do.,anger,0.5990120768547058
19618,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, that's good advice.",neutral,0.7447794675827026
19619,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You think that's obvious?,surprise,0.8470034599304199
19620,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Well, it is a bit obvious.",neutral,0.7849072813987732
19621,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"If you had asked for my advice earlier, I would have told you not to attack Winterfell until we have a larger force, or is that obvious, too?",neutral,0.5905716419219971
19622,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,When will we have a larger force?! We've pleaded with every house that'll have us! The Blackfish can't help us! We're lucky to have this many men!,anger,0.3213180899620056
19623,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,It's not enough!,anger,0.6569427251815796
19624,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Now, it's not enough! It's what we have! Battles have been won against greater odds.",anger,0.4933710992336273
19625,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"If Ramsay wins, I'm not going back there alive. Do you understand me?",neutral,0.3485119044780731
19626,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"SNOW I won't ever let him touch you again. I'll protect you, I promise.",surprise,0.5113486051559448
19627,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,No one can protect me. No one can protect anyone.,fear,0.3307238519191742
19628,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,You think there's hope?,surprise,0.7280035018920898
19629,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"I've never seen these Bolton fuckers fight. And they've never seen the free folk fight, so, yes, there's hope. You want to avenge your king, don't you?",anger,0.8006749153137207
19630,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,It wasn't the Boltons defeated Stannis. It was Stannis himself. I loved the man. He lifted me up and made me something. But he had demons in his skull whispering foul things.,disgust,0.6782454252243042
19631,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,You saw these demons?,surprise,0.40823274850845337
19632,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,What?,surprise,0.9222372174263
19633,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"No, it's a manner of speaking. Not actual demons.",neutral,0.8882260918617249
19634,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"Oh. Well, you loved that cunt Stannis and I loved the man he burned. Mance didn't have demons in his skull. He didn't torch people or listen to some red witch. I believed in him. I thought he was the man to lead us through the Long Night. But I was wrong just like you.",disgust,0.4245448410511017
19635,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"Maybe that was our mistake, believing in kings.",neutral,0.8140794634819031
19636,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Jon Snow's not a king.,neutral,0.8766536712646484
19637,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"No, he's not.",neutral,0.725469172000885
19638,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,I need a good drink to help me sleep the night before a fight. You want some? I have a jug of sour goat's milk stronger than any of that grape water you southern twats like sucking on.,disgust,0.5114777088165283
19639,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"No, thanks. It does sound delicious, but I better keep a clear head. I can never sleep the night before a battle.",neutral,0.5686619877815247
19640,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,So what do you do all night?,neutral,0.48344454169273376
19641,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,I walk. Think and walk. Think and walk until I'm far enough away from camp that no one can hear me shitting my guts out.,neutral,0.44414111971855164
19642,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Happy shitting.,joy,0.827466607093811
19643,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,My lady. You weren't at the war council.,surprise,0.5183444619178772
19644,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I'm not a soldier.,neutral,0.7533926963806152
19645,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Any advice?,neutral,0.7940766215324402
19646,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,Don't lose.,neutral,0.6235907673835754
19647,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"If I do, if I fall, don't bring me back.",fear,0.6236140727996826
19648,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I'll have to try.,neutral,0.8348497748374939
19649,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,I'm ordering you not to bring me back.,sadness,0.4466499984264374
19650,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,"I am not your servant, Jon Snow.",neutral,0.46599280834198
19651,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You're in my camp. I'm the commander.,neutral,0.6064369678497314
19652,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I serve the Lord of Light. I do what he commands.,neutral,0.4899316132068634
19653,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,How do you know what he commands?,surprise,0.5523096919059753
19654,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,"I interpret his signs as well as I can. If the Lord didn't want me to bring you back, how did I bring you back? I have no power. Only what he gives me and he gave me you.",neutral,0.6195826530456543
19655,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Why?,surprise,0.9258126616477966
19656,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I don't know. Maybe you're only needed for this small part of his plan and nothing else. Maybe he brought you here to die again.,neutral,0.8692204356193542
19657,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,What kind of god would do something like that?,surprise,0.7246316075325012
19658,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,The one we've got.,neutral,0.7771292924880981
19659,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Last time we saw each other was at Winterfell, yes? You were making jokes about my height, I seem to recall. Everyone who makes a joke about a dwarf's height thinks he's the only person ever to make a joke about a dwarf's height. “The height of nobility,” “a man of your stature,” “someone to look up to.” You're all making the same five or six jokes.",neutral,0.8141596913337708
19660,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,It was a long time ago.,neutral,0.9479131102561951
19661,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"It was. And how have things been going for you since then? Not so well, I gather. Can't imagine you would have murdered the Stark boys if things had been going well.",surprise,0.5851964354515076
19662,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,I didn't murder the Stark boys. But I did things that were just as bad or worse.,disgust,0.9272682070732117
19663,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,And he paid for them.,neutral,0.5521888732910156
19664,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Doesn't seem like it. He's still alive. It was complicated for you, I'm sure, growing up at Winterfell. Never quite knowing who you were. But then, we all live complicated lives, don't we?",neutral,0.5923609137535095
19665,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"You've brought us 100 ships from the Iron Fleet with men to sail them. In return, I expect you want me to support your claim to the throne of the Iron Islands?",neutral,0.7755411267280579
19666,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Not my claim. Hers.,neutral,0.8522535562515259
19667,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And what's wrong with you?,anger,0.4364943504333496
19668,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,I'm not fit to rule.,sadness,0.9060146808624268
19669,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,We can agree upon that at least.,neutral,0.9044854640960693
19670,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Has the Iron Islands ever had a queen before?,neutral,0.7395495176315308
19671,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,No more than Westeros.,neutral,0.8857067823410034
19672,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Our Uncle Euron returned home after a long absence. He murdered our father and took the Salt Throne from yara. He would have murdered us if we had stayed.,anger,0.7789350748062134
19673,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Lord Tyrion tells me your father was a terrible king.,fear,0.7630775570869446
19674,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,You and I have that in common.,neutral,0.9546889066696167
19675,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,We do. And both murdered by a usurper as well.,sadness,0.7021933197975159
19676,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Will their ships be enough?,neutral,0.7999634742736816
19677,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"With the former Masters' fleet, possibly. Barely. There are more than 100 ships in the Iron Fleet.",neutral,0.9442257285118103
19678,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,There are and Euron is building more. He's going to offer them to you.,neutral,0.8879874348640442
19679,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,So why shouldn't I wait for him?,neutral,0.7124794125556946
19680,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,The Iron Fleet isn't all he's bringing. He also wants to give you --,neutral,0.9047307968139648
19681,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,"His big cock, I think he said. Euron's offer is also an offer of marriage, you see. You won't get one without the other.",neutral,0.5624409317970276
19682,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And I imagine your offer is free of any marriage demands?,neutral,0.7856711745262146
19683,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,"I never demand, but I'm up for anything, really.",neutral,0.8742439150810242
19684,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,He murdered our father and would have murdered us. He'll murder you as soon as you have what he wants.,anger,0.7815606594085693
19685,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,The Seven Kingdoms.,neutral,0.7324481010437012
19686,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,All of them.,neutral,0.936750054359436
19687,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And you don't want the Seven Kingdoms?,anger,0.5857924222946167
19688,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Your ancestors defeated ours and took the Iron Islands. We ask you to give them back.,neutral,0.7231426239013672
19689,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And that's all?,surprise,0.7478911876678467
19690,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,We'd like you to help us murder an uncle or two who don't think a woman's fit to rule.,anger,0.5861561298370361
19691,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Reasonable.,anger,0.3691631257534027
19692,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,What if everyone starts demanding their independence?,anger,0.6132131218910217
19693,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"She's not demanding, she's asking. The others are free to ask as well. Our father were evil men, all of us here. They left the world worse than they found it. We're not going to do that. We're going to leave the world better than we found it.",neutral,0.35666632652282715
19694,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"You will support my claim as queen of the Seven Kingdoms and respect the integrity of the Seven Kingdoms. No more reaving, roving, raiding, or raping.",neutral,0.6726549863815308
19695,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,That's our way of life.,neutral,0.8857701420783997
19696,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,No more.,anger,0.5035868883132935
19697,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,No more.,anger,0.5035868883132935
19698,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Do you like games, little man? Let's play a game. Run to your brother. The sooner you make it to him, the sooner you get to see him. That's it. That's the game. Easy. Ready? Go.",neutral,0.7313989400863647
19699,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"No, you have to run, remember? Those are the rules.",neutral,0.6550774574279785
19700,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Don't.,neutral,0.8282073736190796
19701,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,Prepare to charge! Prepare to charge!,fear,0.4269808828830719
19702,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,Go! Go! Follow your commander!,anger,0.7789446711540222
19703,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Run and fight!,anger,0.8851783871650696
19704,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Now.,neutral,0.901626706123352
19705,2016-06-19,Season 6,Episode 9,Battle of the Bastards,karstark,"Cavalry, charge!",anger,0.8766932487487793
19706,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,We'll just kill our own men. Stand down.,anger,0.8778829574584961
19707,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Loose!,surprise,0.32108011841773987
19708,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Get word --,neutral,0.9521278142929077
19709,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,We may as well be taking shits back here.,disgust,0.559242844581604
19710,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,Follow!,neutral,0.676324188709259
19711,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"It's time, go.",neutral,0.4705808460712433
19712,2016-06-19,Season 6,Episode 9,Battle of the Bastards,smalljon,Who owns the North?,neutral,0.9055250883102417
19713,2016-06-19,Season 6,Episode 9,Battle of the Bastards,all,We do!,anger,0.6881930828094482
19714,2016-06-19,Season 6,Episode 9,Battle of the Bastards,smalljon,Show me!,anger,0.4070185720920563
19715,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Hey!,joy,0.7045422792434692
19716,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,"Infantry, advance!",neutral,0.7340911030769348
19717,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"With me, lads! Break their line!",anger,0.930837094783783
19718,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,Tormund!,surprise,0.5184726119041443
19719,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,Get him back!,anger,0.9162086248397827
19720,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"Fuck this, come on!",anger,0.9370116591453552
19721,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Their army's gone.,sadness,0.606028139591217
19722,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,Our army's gone.,sadness,0.8061483502388
19723,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,We have Winterfell. They don't have the men for a siege. All we have to do is wait.,neutral,0.9531127214431763
19724,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"You suggested one on one combat, didn't you?",neutral,0.5467244982719421
19725,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,I've reconsidered. I think that sounds like a wonderful idea.,joy,0.830355703830719
19726,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,We're going to bury my brother in the crypt next to my father.,sadness,0.36552372574806213
19727,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,Jon.,neutral,0.810155987739563
19728,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,Where is he?,neutral,0.6363353133201599
19729,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Ah. Sansa. Hello, Sansa. Is this where I'll be staying now? No. Our time together is about to come to an end. That's all right. You can't kill me. I'm part of you now.",neutral,0.48888757824897766
19730,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,Your words will disappear. Your house will disappear. Your name will disappear. All memory of you will disappear.,anger,0.2828958332538605
19731,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,My hounds will never harm me.,fear,0.7157257795333862
19732,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You haven't fed them in seven days. You said it yourself.,neutral,0.7962512969970703
19733,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,They're loyal beasts.,neutral,0.6229947805404663
19734,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,They were. Now they're starving.,disgust,0.6711412072181702
19735,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Sit. Down! Down! Down! Down! Down!,anger,0.22061870992183685
19736,2016-06-26,Season 6,Episode 10,The Winds of Winter,attendant,Your Grace. The trial will be getting underway soon.,neutral,0.9066426753997803
19737,2016-06-26,Season 6,Episode 10,The Winds of Winter,mistress,You got my money?,surprise,0.6367267966270447
19738,2016-06-26,Season 6,Episode 10,The Winds of Winter,pycelle,Later. Go away.,anger,0.4655846059322357
19739,2016-06-26,Season 6,Episode 10,The Winds of Winter,girl,Grand Maester.,disgust,0.49241316318511963
19740,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,Ser Loras Tyrell. Are you prepared to stand trial and profess your guilt or innocence before the Seven?,neutral,0.4544765055179596
19741,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,There'll be no need for a trial. I confess before the Seven and freely admit to my crimes.,sadness,0.23176884651184082
19742,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,To which crimes will you be confessing?,disgust,0.3453793525695801
19743,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,All of them. I lay with other men including the traitor Renly Baratheon.,disgust,0.3244829475879669
19744,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,"I perjured myself before the gods. I am guilty of depravity… dishonesty, profligacy, and arrogance. I see that now. I humble myself before the Seven and accept whatever punishment the gods deem just.",disgust,0.7289894819259644
19745,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,"The gods' judgment is fierce, but also fair. The Warrior punishes those who believe themselves beyond the reach of justice. But the Mother shows her mercy to those who kneel before her.",disgust,0.5067812204360962
19746,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,I take full responsibility for my many sins and unburden myself of my desires. My only remaining wish is to devote my life to the Seven. May I be a living example of their grace for others to witness.,sadness,0.7217347025871277
19747,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,You understand fully what this means?,neutral,0.5011563897132874
19748,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,I do. I will abandon the Tyrell name and all that goes with it. I will renounce my lordship and my claims on Highgarden. I will never marry and I will never father children.,sadness,0.6261588931083679
19749,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,Brother Loras…,neutral,0.6382154226303101
19750,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,I ask you to dedicate your life to the seven gods.,neutral,0.8790088891983032
